-0.012000,-0.069000,-1.122000,-11.649000,-0.061000,0.641000
-0.013000,-0.066000,-1.131000,-10.870000,-0.290000,0.260000
-0.023000,-0.063000,-1.124000,-10.351000,-0.977000,-0.153000
-0.016000,-0.067000,-1.129000,-9.496000,-2.305000,0.137000
-0.058000,-0.051000,-1.149000,-9.115000,-2.733000,-0.916000
-0.033000,-0.079000,-1.200000,-8.809000,-1.527000,1.374000
-0.072000,-0.095000,-1.194000,-6.137000,-1.969000,0.885000
-0.075000,-0.098000,-1.233000,-3.176000,-4.473000,0.824000
-0.068000,-0.122000,-1.277000,-1.313000,-3.130000,0.855000
-0.056000,-0.107000,-1.338000,-3.634000,-2.534000,-6.702000
0.040000,-0.029000,-1.354000,-2.000000,1.618000,-4.718000
0.041000,-0.090000,-1.337000,-1.771000,3.252000,-4.870000
0.035000,-0.114000,-1.426000,-5.053000,8.366000,-4.992000
0.047000,-0.155000,-1.602000,-12.015000,18.137000,-8.809000
0.059000,-0.133000,-1.806000,-22.443000,34.305000,-12.305000
0.043000,-0.144000,-1.968000,-29.954000,49.496000,-14.092000
0.041000,-0.223000,-2.148000,-18.550000,60.916000,-13.542000
0.065000,-0.269000,-2.311000,0.382000,74.489000,-16.794000
0.115000,-0.240000,-2.360000,16.763000,91.939000,-20.336000
0.127000,-0.153000,-2.322000,24.748000,108.885000,-20.443000
0.142000,-0.130000,-2.332000,23.008000,125.756000,-20.351000
0.139000,-0.129000,-2.329000,20.305000,145.023000,-19.374000
0.094000,-0.124000,-2.341000,17.176000,162.229000,-16.565000
0.097000,-0.140000,-2.421000,10.855000,182.748000,-13.832000
0.089000,-0.227000,-2.399000,4.473000,206.076000,-16.656000
0.021000,-0.241000,-2.287000,-1.573000,226.656000,-23.313000
-0.027000,-0.225000,-2.203000,-6.870000,240.015000,-29.634000
-0.075000,-0.228000,-2.216000,-9.282000,252.626000,-35.863000
-0.099000,-0.194000,-2.306000,-9.908000,266.916000,-38.198000
-0.034000,-0.133000,-2.304000,-8.198000,291.756000,-37.817000
-0.067000,-0.042000,-2.112000,-5.817000,314.397000,-31.740000
-0.142000,-0.015000,-1.892000,-8.015000,330.519000,-24.519000
-0.192000,-0.076000,-1.718000,-13.252000,338.321000,-21.313000
-0.255000,-0.125000,-1.625000,-15.939000,346.656000,-23.145000
-0.270000,-0.173000,-1.557000,-16.305000,355.786000,-27.069000
-0.373000,-0.152000,-1.395000,-13.664000,361.969000,-32.794000
-0.344000,-0.189000,-1.272000,-9.802000,365.099000,-38.733000
-0.350000,-0.172000,-1.129000,-6.092000,374.260000,-45.664000
-0.330000,-0.062000,-0.928000,-3.344000,378.962000,-45.557000
-0.322000,0.010000,-0.758000,-3.710000,383.160000,-39.939000
-0.315000,0.011000,-0.595000,-9.924000,385.252000,-33.527000
-0.304000,-0.005000,-0.426000,-19.511000,387.023000,-30.473000
-0.352000,0.009000,-0.215000,-30.412000,380.305000,-27.634000
-0.294000,-0.089000,-0.195000,-36.351000,371.817000,-27.374000
-0.249000,-0.147000,-0.159000,-33.496000,368.885000,-29.679000
-0.260000,-0.157000,-0.033000,-23.634000,356.870000,-29.878000
-0.186000,-0.161000,0.084000,-7.939000,346.489000,-29.893000
-0.183000,-0.114000,0.288000,2.595000,332.214000,-30.565000
-0.115000,-0.058000,0.444000,4.901000,313.344000,-31.573000
-0.019000,0.003000,0.585000,0.061000,294.092000,-30.183000
0.028000,0.076000,0.624000,-12.992000,270.427000,-23.786000
0.205000,0.040000,0.514000,-22.992000,258.840000,-18.763000
0.241000,0.023000,0.490000,-31.130000,251.771000,-14.611000
0.246000,-0.012000,0.497000,-24.992000,242.595000,-10.168000
0.263000,-0.042000,0.614000,-7.649000,228.580000,-6.595000
0.257000,-0.046000,0.747000,13.053000,207.313000,-4.336000
0.285000,-0.039000,0.911000,28.626000,179.847000,-5.618000
0.345000,-0.025000,0.956000,34.351000,152.595000,-10.046000
0.418000,0.021000,0.936000,24.992000,128.794000,-13.679000
0.501000,0.087000,0.887000,3.038000,115.099000,-19.603000
0.574000,0.156000,0.906000,-23.374000,104.489000,-22.779000
0.620000,0.187000,0.846000,-40.275000,91.191000,-20.794000
0.689000,0.204000,0.767000,-38.046000,78.763000,-12.382000
0.726000,0.176000,0.738000,-22.443000,64.366000,-0.763000
0.715000,0.156000,0.684000,-6.366000,50.122000,9.328000
0.755000,0.101000,0.619000,4.061000,41.130000,15.038000
0.744000,0.064000,0.578000,3.069000,36.168000,15.344000
0.759000,0.005000,0.579000,-5.023000,36.260000,10.504000
0.762000,0.012000,0.601000,-18.183000,36.427000,4.000000
0.775000,0.037000,0.585000,-30.809000,35.328000,-0.626000
0.801000,0.040000,0.594000,-35.466000,33.527000,-2.305000
0.785000,0.060000,0.595000,-31.542000,27.389000,-1.099000
0.804000,0.062000,0.600000,-21.008000,19.130000,2.519000
0.806000,0.086000,0.571000,-12.153000,9.893000,7.618000
0.830000,0.061000,0.502000,-5.252000,5.237000,12.336000
0.834000,0.026000,0.472000,-3.863000,3.542000,14.595000
0.826000,-0.025000,0.467000,-7.695000,3.176000,12.962000
0.808000,-0.058000,0.482000,-13.237000,3.145000,7.557000
0.829000,-0.094000,0.487000,-17.908000,0.840000,1.542000
0.826000,-0.074000,0.500000,-20.824000,-1.695000,-4.137000
0.843000,-0.042000,0.481000,-19.878000,-6.321000,-7.573000
0.883000,-0.003000,0.433000,-15.634000,-11.695000,-6.046000
0.903000,0.030000,0.393000,-10.672000,-13.573000,-2.656000
0.923000,0.044000,0.372000,-6.244000,-14.183000,2.489000
0.908000,0.049000,0.352000,-3.160000,-13.954000,7.588000
0.909000,0.017000,0.328000,-2.611000,-13.267000,11.740000
0.896000,-0.027000,0.317000,-4.962000,-11.191000,11.557000
0.889000,-0.057000,0.304000,-8.015000,-9.740000,8.153000
0.898000,-0.060000,0.313000,-8.855000,-9.145000,5.160000
0.923000,-0.062000,0.295000,-6.336000,-8.748000,3.511000
0.919000,-0.056000,0.310000,-3.847000,-6.412000,2.901000
0.896000,-0.051000,0.349000,-2.656000,-6.122000,1.527000
0.899000,-0.049000,0.357000,-3.527000,-6.763000,0.137000
0.910000,-0.040000,0.340000,-2.519000,-6.412000,-0.748000
0.916000,-0.029000,0.320000,1.878000,-7.145000,0.550000
0.927000,-0.013000,0.320000,7.679000,-7.573000,2.824000
0.931000,-0.018000,0.322000,12.244000,-6.702000,5.038000
0.913000,-0.023000,0.346000,13.008000,-5.481000,5.008000
0.893000,-0.039000,0.381000,8.275000,-4.763000,1.939000
0.898000,-0.025000,0.415000,1.237000,-4.260000,-2.000000
0.901000,-0.010000,0.429000,-6.153000,-4.015000,-5.130000
