0.812000,0.049000,0.590000,-5.740000,12.641000,-4.702000
0.780000,0.048000,0.620000,-6.687000,14.183000,-5.389000
0.738000,0.024000,0.638000,-7.069000,17.130000,-9.267000
0.708000,0.066000,0.729000,-2.290000,17.832000,-14.489000
0.698000,0.145000,0.869000,5.267000,12.305000,-14.321000
0.684000,0.217000,0.962000,8.763000,2.870000,-10.992000
0.687000,0.282000,1.042000,10.244000,-7.634000,-2.641000
0.671000,0.310000,1.100000,8.092000,-21.344000,5.435000
0.650000,0.287000,1.046000,3.420000,-34.031000,21.893000
0.605000,0.164000,0.990000,5.023000,-46.046000,28.794000
0.591000,0.117000,0.936000,-0.076000,-52.046000,31.756000
0.554000,0.046000,0.864000,-5.252000,-53.023000,32.260000
0.487000,-0.002000,0.860000,-8.076000,-52.153000,24.702000
0.445000,0.061000,0.890000,-6.962000,-52.351000,17.786000
0.411000,0.139000,1.004000,-7.695000,-49.344000,13.221000
0.376000,0.244000,1.236000,-16.947000,-52.214000,9.817000
0.343000,0.398000,1.455000,-33.542000,-64.137000,10.443000
0.281000,0.507000,1.497000,-52.962000,-78.305000,22.351000
0.230000,0.512000,1.571000,-61.038000,-95.832000,35.450000
0.097000,0.540000,1.543000,-61.435000,-116.626000,47.237000
-0.065000,0.578000,1.612000,-56.351000,-138.473000,54.748000
-0.162000,0.687000,1.861000,-52.931000,-174.000000,63.603000
-0.180000,0.788000,2.005000,-56.397000,-217.573000,80.305000
-0.271000,0.786000,1.957000,-74.473000,-260.397000,94.061000
-0.369000,0.732000,1.831000,-102.321000,-297.649000,107.069000
-0.471000,0.662000,1.768000,-151.786000,-333.466000,105.221000
-0.595000,0.669000,1.708000,-207.389000,-380.885000,94.931000
-0.703000,0.558000,1.323000,-228.992000,-431.542000,94.397000
-0.867000,0.388000,0.972000,-215.557000,-481.176000,89.618000
-0.979000,0.276000,0.655000,-178.489000,-500.275000,91.954000
-1.151000,0.187000,0.222000,-136.931000,-500.275000,97.969000
-1.316000,0.027000,-0.079000,-113.557000,-500.275000,98.809000
-1.556000,0.074000,-0.555000,-141.756000,-500.275000,96.290000
-1.761000,0.195000,-1.434000,-215.969000,-500.275000,83.924000
-1.287000,0.418000,-3.324000,-302.489000,-500.275000,62.733000
-0.376000,0.247000,-4.000000,-340.321000,-470.015000,45.527000
0.148000,0.021000,-4.000000,-318.672000,-309.313000,45.298000
0.240000,-0.286000,-3.896000,-246.321000,-195.099000,53.053000
0.124000,-0.530000,-3.185000,-149.237000,-146.840000,55.221000
0.081000,-0.531000,-2.599000,-46.305000,-140.916000,47.267000
0.003000,-0.351000,-2.237000,22.244000,-150.397000,47.313000
-0.075000,-0.373000,-1.776000,37.771000,-172.855000,39.405000
0.219000,-0.157000,-2.239000,36.122000,-153.588000,31.924000
0.421000,-0.087000,-2.067000,-1.756000,-115.985000,35.328000
0.433000,-0.084000,-1.977000,-52.794000,-83.756000,36.626000
0.448000,-0.189000,-1.871000,-80.641000,-61.084000,37.878000
0.422000,-0.276000,-1.770000,-68.489000,-54.000000,41.573000
0.410000,-0.372000,-1.691000,-32.595000,-55.954000,45.328000
0.385000,-0.392000,-1.610000,8.565000,-59.405000,48.031000
0.338000,-0.450000,-1.553000,33.603000,-62.076000,46.015000
0.314000,-0.507000,-1.556000,39.664000,-60.641000,37.130000
0.360000,-0.546000,-1.594000,34.183000,-49.634000,22.519000
0.372000,-0.531000,-1.577000,23.344000,-32.061000,5.344000
0.410000,-0.472000,-1.511000,2.412000,-11.420000,-8.519000
0.439000,-0.396000,-1.380000,-18.229000,6.687000,-16.519000
0.442000,-0.277000,-1.262000,-34.153000,17.420000,-17.679000
0.440000,-0.243000,-1.195000,-40.015000,17.832000,-14.992000
